Name,Lyrics
Never Looked Better,"Woke up cold with the window open
Middle of the night still lying alone

And did I drink too much again, can I get out of my head?

If I stare at my phone long enough will it explode
We could talk but what's the use, I always say too much too soon
I'll step back, I wanna get out but your heart won't stand up
I'll step back, I wanna get out but your heart won't stand
Can we find our way back and live the past again
Cold rain in the summer
Can we find our way back and live the past again
Not dressed for the weather, but you never looked better
Moving on like it's real to me
Playing the role even when the scene ends
I can act like nothing hurts, say the lines till something works
If I stare at the light long enough will I go blind?
We could talk but what's the use, when I just want a reason to see you
I'll step back, I wanna get out but your heart won't stand up
I'll step back, I wanna get out but your heart won't stand
Can we find our way back and live the past again
Cold rain in the summer
Can we find our way back and live the past again
Not dressed for the weather, but you never looked better
I'll step back, I wanna get out but your heart won't stand up
I'll step back, I wanna get out
Can we find our way back and live the past again
Cold rain in the summer
Can we find our way back and live the past again
Not dressed for the weather, but you never looked better
Never looked better"
Take Me Home - Tiësto Remix,"Wrapped up, so consumed by all this hurt
If you ask me, don't know where to start
Anger, love, confusion, roads that go nowhere
I know that somewhere better 'cause you always take me there
Came to you with a broken faith
Gave me more than a hand to hold
Caught before I hit the ground
Tell me I'm safe, you've got me now
Would you take the wheel
If I lose control?
If I'm lyin' here?
Will you take me home?
Could you take care
Of a broken soul?
Will you hold me now?
Will you take me home?
Will you take me home?
Will you take me home?
Will you take me home?
Will you take me home?

Hold the gun to my head
Count one, two, three
If it helps me walk away then it's what I need
Every minute gets easier
The more you talk to me
You rationalize my darkest thoughts
Yeah, you set them free
Came to you with a broken faith
Gave me more than a hand to hold
Caught before I hit the ground
Tell me I'm safe, you've got me now
Would you take the wheel
If I lose control?
If I'm lyin' here?
Will you take me home?
Could you take care
Of a broken soul?
Will you hold me now?
Will you take me home?
Will you take me home?
Will you take me home?
Will you take me home?
Will you take me home?

You say space will make it better
And time will make it heal
I won't be lost forever
And soon I wouldn't feel
Like I'm haunted, oh-oh, falling
Would you take the wheel
If I lose control?
If I'm lying here?
Will you take me home?"
Savior,"Spirit lead me where my trust is without borders

Let me walk upon the waters
Wherever you would call me
Take me deeper than my feet could ever wander
And my faith will be made stronger
In the presence of my Savior
Spirit lead me where my trust is without borders
Let me walk upon the waters
Wherever you would call me
Take me deeper than my feet could ever wander
And my faith will be made stronger
In the presence of my Savior
Spirit lead me where my trust is without borders
Let me walk upon the waters
Wherever you would call me
Take me deeper than my feet could ever wander
And my faith will be made stronger
In the presence of my Savior"
"i hate u, i love u (feat. olivia o'brien)","Feeling used but I'm still missing you

And I can't see the end of this

Just wanna feel your kiss against my lips
And now all this time is passing by
But I still can't seem to tell you why
It hurts me every time I see you
Realize how much I need you
I hate you, I love you
I hate that I love you
Don't want to but I can't put
Nobody else above you
I hate you, I love you
I hate that I want you
You want her, you need her
And I'll never be her
I miss you when I can't sleep
Or right after coffee
Or right when I can't eat
I miss you in my front seat
Still got sand in my sweaters
From nights we don't remember
Do you miss me like I miss you?
Messed around and got attached to you
Friends can break your heart too
And I'm always tired but never of you
If I pulled a you on you, you wouldn't like that
I put this reel out, but you wouldn't bite that
I type a text but then I 'nevermind' that
I got these feelings but you never mind that
Oh oh, keep it on the low
You're still in love with me but your friends don't know
If you wanted me you would just say so
And if I were you, I would never let me go
uc0u9834 
I don't mean no harm
I just miss you on my arm
Wedding bells were just alarms
Caution tape around my heart
You ever wonder what we could have been?
You said you wouldn't and you did
Lie to me, lie with me, get your fix
Now all my drinks and all my feelings are all mixed
Always missing people that I shouldn't be missing
Sometimes you gotta burn some bridges just to create some distance
I know that I control my thoughts and I should stop reminiscing
But I learned from my dad that it's good to have feelings
When love and trust are gone
I guess this is moving on
Everyone I do right does me wrong
So every lonely night, I sing this song
I hate you, I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you, I love you
I hate that I want you
You want her, you need her
And I'll never be her
All alone I watch you watch her
Like she's the only girl you've ever seen
You don't care you never did
You don't give a damn about me
Yeah all alone I watch you watch her
She's the only thing you've ever seen
How is it you never notice
That you are slowly killing me

I hate you, I love you
I hate that I love you
Don't want to but I can't put
Nobody else above you
I hate you, I love you
I hate that I want you
You want her, you need her
And I'll never be her"
Baby,"Oh-ooh-whoa-oh-oh-oh-oh
Oh-ooh-whoa-oh-oh-oh-oh
Oh-ooh-whoa-oh, oh-oh-oh-oh
You know you love me (yo), I know you care (uh-huh)
Just shout whenever (yo), and I'll be there (uh-huh)
You are my love (yo), you are my heart (uh-huh)
And we will never, ever, ever be apart (yo, uh-huh)
Are we an item? (Yo) girl, quit playin' (uh-huh)
""We're just friends"" (yo), what are you sayin'? (Uh-huh)
Said, ""There's another"" (yo), and looked right in my eyes (uh-huh)
My first love broke my heart for the first time, and I was like (yo, uh-huh)
""Baby, baby, baby, oh""
Like, ""Baby, baby, baby, no""
Like, ""Baby, baby, baby, oh""
I thought you'd always be mine, mine
""Baby, baby, baby, oh""
Like, ""Baby, baby, baby, no""
Like, ""Baby, baby, baby, oh""
I thought you'd always be mine, mine
Oh, for you, I would've done whatever (uh-huh)
And I just can't believe we ain't together (yo, uh-huh)
And I wanna play it cool (yo), but I'm losin' you (uh-huh)
I'll buy you anything (yo), I'll buy you any ring (uh-huh)
And I'm in pieces (yo), baby, fix me (uh-huh)
And just shake me 'til you wake me from this bad dream (yo, uh-huh)
I'm goin' down (oh), down, down, down (uh-huh)
And I just can't believe, my first love won't be around, and I'm like
""Baby, baby, baby, oh""
Like, ""Baby, baby, baby, no""
Like, ""Baby, baby, baby, oh""
I thought you'd always be mine, mine
""Baby, baby, baby, oh""
Like, ""Baby, baby, baby, no""
Like, ""Baby, baby, baby, oh""
I thought you'd always be mine, mine (Luda!)
When I was 13, I had my first love
There was nobody that compared to my baby
And nobody came between us, nor could ever come above
She had me goin' crazy
Oh, I was starstruck
She woke me up daily
Don't need no Starbucks (woo)
She made my heart pound
And skip a beat when I see her in the street and
At school on the playground
But I really wanna see her on the weekend
She knows she got me dazin'
'Cause she was so amazin'
And now, my heart is breakin'
But I just keep on sayin'
""Baby, baby, baby, oh""
Like, ""Baby, baby, baby, no""
Like, ""Baby, baby, baby, oh""
I thought you'd always be mine, mine
""Baby, baby, baby, oh""

Like, ""Baby, baby, baby, no""

Like, ""Baby, baby, baby, oh""

I thought you'd always be mine, mine
I'm gone (yeah, yeah, yeah, yeah, yeah, yeah)
Now, I'm all gone (yeah, yeah, yeah, yeah, yeah, yeah)
Now, I'm all gone (yeah, yeah, yeah, yeah, yeah, yeah)
Now, I'm all gone (gone, gone, gone)
I'm gone"
Not Her,"So listen here, boy
There's girls and there's me, boy
Just know
You ain't gotta worry
'Cause I would never do you dirty
'Cause you and I
You and I
We so close
Baby, I...
Ya, I want you the most
But even if it takes some time
I'mma show you how to love right
I keep telling you
I'm not her
I'm so sorry that you got hurt
So please don't put that shit on me
'Cause baby, that's not you and me
I keep telling you
I'm not her
I'm so sorry that you got hurt
So please don't put that shit on me
'Cause baby, that's not you and me
I'm not her
We've both got our reasons
But we can't control our feelings
We've tried
You're scared of me leaving
But I'm always gunna be right here for you
'Cause you and I
You and I
We so close
Baby, I...
Ya, I want you the most\
But even if it takes some time
I'mma show you how to love right
I keep telling you
I'm not her
I'm so sorry that you got hurt
So please don't put that shit on me
'Cause baby, that's not you and me
I keep telling you
I'm not her
I'm so sorry that you got hurt
So please don't put that shit on m
'Cause baby, that's not you and me
I'm not her
I would never do what she would do
I would never do them things to you
After all the stuff that we've been through
Don't put that shit on me (baby)
So tell me, boy, what's it gonna take?
So you know that I wouldn't break your heart?
I'd never break your heart
I keep telling you
I'm not her
I'm so sorry that you got hurt
So please don't put that shit on me
'Cause baby, that's not you and me
I keep telling you
I'm not her
I'm so sorry that you got hurt
So please don't put that shit on me
'Cause baby, that's not you and me
I'm not her"
Find You - KAYTRANADA Remix,"Why'd you have to go away?

Now you're back then sailed away (sailed away)
Give a pass to yesterday
And reveal your hideaway
All this time I've waited so I can get back to you
(Get back to you, get back to you)
I'll continue searching if that's the last thing I do
I knew all I had was you
Taught my mind to thinking that
I could go without you
Going far but going nowhere
But I found somewhere to go
I'm going home to find you
Oh, no matter where you are
I will never be too far
Girl, the worst has yet to dawn
I will still be holdin' on
All this time I've waited so I can get back to you
(Get back to you, get back to you)
I'll continue searching if that's the last thing I do
I knew all I had was you
Taught my mind to thinking that
I could go without you
Going far but going nowhere
But I found somewhere to go
I'm going home to find you
I knew all I had was you
Taught my mind to thinking that
I could go without you
Going far but going nowhere
But I found somewhere to go
I'm going home to find you

Going far but going nowhere
But I found somewhere to go, go"
Lemme See,"Yeah
(I'ma need some lovin')

Lemme see what you got baby (So lemme see you)

Usher, baby
I hear you, yeah (I'ma need some lovin')
Rock with me
F-- with me
Yeah
Hey girl, I'm debating if I should take you home
Should I take you home?
I don't mean to keep you waiting
But I just gotta know if you're ready
She say she wanna take her skirt off, be my guest
I decided to take my shirt off, and show my chest
And we've been sipping on that Merlot
So you know what's next
Perfect intermissions, switchin' positions
We so explicit, oh
You've been saying all night long
That you couldn't wait to get me home alone
What you gon' do to me?
Don't talk about it, be about it
Lemme see, lemme see, lemme see
Girl, I can't wait to get you home
Talk a good game, man, come on
Hollerin' 'bout what you gon' do to me
Quit talkin' 'bout it, be about it
Lemme see, lemme see, lemme see
I'll be anticipating
What you would do to me
What you gon' do to me
Sex education
Hands on when you're with me
Can you handle me? Yeah
She say she wanna take her skirt off, be my guest
I decided to take my shirt off, and show my chest
And we've been sipping on that Merlot
So you know what's next
Perfect intermissions, switching positions
We so explicit, oh
You've been saying all night long
That you couldn't wait to get me home alone
What you gon' do to me?
Don't talk about it, be about it
Lemme see, lemme see, lemme see
Girl, I can't wait to get you home
Talk a good game, man, come on
Hollerin' 'bout what you gon' do to me
Quit talkin' 'bout it, be about it
Lemme see, lemme see, lemme see
Got on all my ice, talkin' cash sh--
Been ballin' all my life, Lamborghini's, fast whips
She down to ride and deserves a boss who down to provide
We run the streets but on G5s, I'm talkin' fly
Boots and blue jeans, Cartier, newer rings
You with a big boy, so we do the big things
Had to valet park it, chanel hoodie on
Looking like Trayvon Martin, George Zimmerman, I'm wanted
She on my wanted poster, Ciroc in my mimosa
I'm ballin' like LeBron, we shopping in Milan
The 458 Ferrari I park it on the lawn
I let her meet my tongue, she blew up like a bomb
The sex is so explosive, her stuff is supersonic
She my new addiction, I swear I'm through with-
Rozay and Usher Raymond, girl, we the hottest
Rockin' the most ice, I said we the hottest
You've been saying all night long
That you couldn't wait to get me home alone
What you gon' do to me?
Don't talk about it, be about it
Lemme see, lemme see, lemme see
I can't wait to get you home
Talk a good game, man, come on
Hollerin' 'bout what you gon' do to me
Quit talkin' 'bout it, be about it
Lemme see, lemme see, lemme see
You bluffin' (I'ma need some lovin')
I'ma need that (It's all or nothing)
All or nothing (So lemme see it)
Lemme see it, uh (Bluffin')
You scared (I'ma need some lovin')
You scared
Usher, baby (It's all or nothing)
All or nothing (So lemme see it)"
Wasteland,"Change my attempt good intentions

Crouched over, you were not there
Living in fear, but signs were not really that scarce
Obvious tears, but I will not hide you through this
I want you to help them, please see
The bleeding heart perched on my shirt
Die, withdraw, hide in cold sweat
Quivering lips, ignore remorse
Naming a kid, living wasteland
This time you've tried
All that you can turning you red
Change my attempt good intentions
Should I, could I?
Here we are with your obsession
Should I, could I?
Crowned hopeless, the article read living wasteland
This time you've tried
All that you can turning you red, but I will not hide you through this
I want you to help
Change my attempt good intentions
Should I, could I?
Here we are with your obsession
Should I, could I?

Heave the silver hollow sliver
Piercing through another victim
Turn and tremble be judgmental
Ignorant to all the symbols
Blind the face with beauty paste
Eventually you'll one day know
Change my attempt good intentions
Limbs tied, skin tight
Self inflicted his perdition
Should I, could I?
Change my attempt good intentions
Should I, could I?

(Should I, could I?)"
shoegoo,"Shoe more goo than shoe
Do what you gotta do
Cannot follow through
Do what you gotta do
Cut me up make me new
Do what you gotta do
Held together with...
Mirror a voyeur
Like, oh it's a ghost
Concrete esophagus
Filling the host
Bodied and swallowing
Taking the most
Chopping injecting and
Hold me together with
Dripping and guzzling
Out from the bone
Frenzied and stuttering
I've always known
Body topography
Is this an autopsy
I won't condone all this
Mutilation and reconfiguration
Swallow my pieces for
Perfect duplication
Forget to swallow for
Disassociation
Taking it out of me
Taking it out
Dying to make this the time of our lives
None of that matters in this configuration
Waterfalls tumbling out of my eyes
Goo me together
Goo me back up
Oohh
Shoe more goo than shoe
What's it mean to you
Nothing you see is true
Turn me into goo
Squeezing it out of you
What was one is two
Am I enough for you?
I won't condone all this
Stimulation and rehabilitation
Fuck reality
Transient the nation
Nothing can help with this
Disassociation
Taking it out of me
Taking it all
Dying to make this the time of our lives
None of that matters in this configuration
Waterfalls tumbling out of my eyes
Goo me together
Goo me back up
What did they do to you
I knew you better
You used to be so clean
Is this what's left of you
All pieced together
Are all reflections so mean
Mutilation and transubstantiation
Change my body into
Something less than it was
Shoe more goo than shoe
Nothing more we can do
Break me down, make me new
You never listened to me
I tried to tell you to stop
I watched you throw it away
I watched you carve out your heart
(Shoe more goo than shoe)
And yeah you're moving along
(Make me something new)
But how much time have you got
(Shoe more goo than shoe)
You could have been anything"
Country Sunshine,"You say you love me and its inviting, to go where life is more exciting
But I was raised on country sunshine
I was raised on country sunshine, green grass beneath my feet
Running through the fields of daisies, wading through the creek
You love me and its inviting, to go where life is more exciting
But I was raised on country sunshine
I was raised on country sunshine, I'm happy with the simple things
A Saturday night dance, a picture show and the joy that a bluebird brings
I love you please believe me, I won't want you to ever leave me
But I was raised on country sunshine
There's just something bout the morning that make each day a joy to see
The nighttime brings a peaceful feeling that rests inside of me
I love you please believe me, I won't want you to ever leave me
But I was raised on country sunshine
You love me and its inviting, to go where life is more exciting
But I was raised on country sunshine
Mmm, mmm I was raised on country sunshine
Oh, oh I was raised on country sunshine
Mmm, mmm I was raised on country sunshine
Yes,you love me and it's inviting, to go where life is more exciting
But I was raised on country sunshine
Mmm, mmm I was raised on country sunshine
Oh, oh, I was raised on country sunshine
Mmm, mmm I was raised on country sunshine"
Speechless,"Here comes a wave
Meant to wash me away
A tide that is taking me under
Swallowing sand
Left with nothing to say
My voice drowned out in the thunder
But I won't cry
And I won't start to crumble
Whenever they try
To shut me or cut me down
I won't be silenced
You can't keep me quiet
Won't tremble when you try it
All I know is I won't go speechless
'Cause I'll breathe
When they try to suffocate me
Don't you underestimate me
'Cause I know that I won't go speechless

Written in stone
Every rule, every word
Centuries old and unbending
Stay in your place
Better seen and not heard
But now that story is ending
'Cause I
I cannot start to crumble
So come on and try
Try to shut me and cut me down
I won't be silenced
You can't keep me quiet
Won't tremble when you try it
All I know is I won't go speechless
Speechless
Let the storm in
I cannot be broken
No, I won't live unspoken
'Cause I know that I won't go speechless
Try to lock me in this cage
I won't just lay me down and die
I will take these broken wings
And watch me burn across the sky

Hear the echoes saying I

Won't be silenced
Though you want to see me tremble when you try it
All I know is I won't go speechless
Speechless
'Cause I'll breathe
When they try to suffocate me
Don't you underestimate me
'Cause I know that I won't go speechless
All I know is I won't go speechless
Speechless"
Elephant,"Look, false personas, all is hopeless in the game now
The wrong devotion flows through those who chase the same clout
The pollen floating through the industry got this congested
I'm XXL if they fit the pen in
Fuck who they pick as freshman
I SMS it, DM it and double send it 'til they get the message
I road tripped and left with
Nothing, I been in city of angels long enough to sit and question
Their successes, who they pay, and who they get in bed with
Ooh, I can't trust a nigga (Nah)
You rub a nigga wrong
Heard to get to your position that you'd suck a nigga off
And cover ups are troublesome
They're here a couple months then back up on the struggle bus
I see, the shoe fitting well on you cinderella boys
'Cause dressin' feminine stepping in as a selling point
Renting toys, taking pics, hope you break a thousand likes
Claim you 'bout that life but niggas never see you out at night
I'ma need you to vacate the premises
You really reaching to maintain your relevance
The main reason why I don't have any friends in this is
When I'm in the room, I'm addressing the elephants
And they paying for plays and traffic
They better off playing in traffic
I've peeped game for a while, I ain't quick to judge
But I can see 'em breaking character, the jig is up
The ones that claim that they the realest always wind up being fakest
Paying for them follows, every like and every favorite
The industry's a lie, I just wish that they would rap more
Artists bigger than me seem to never seem to use they platform
I've sold out shows without selling out my soul
I'm played in different states without me ever leaving home
I made a decision to go independent
When I wasn't winning 'cause trying to fit in
Ain't something to live with when living the life I was given I get it
But I know I'll actually make it one day
When I step in the booth, I treat each record like a Sunday
A cracker sipping wine, and leave confessions for my one takes
Tracking every move, I'm face to face with Alan Nunn May
That relationship's a one way
Wanna talk numbers? Wanna talk about specifics?
If it was up to plays, I wouldn't drive around a Civic
My accomplishments is whispered by my critics
The ones that ride for me reap the benefits that come with it
I'm saying
I'ma need you to vacate the premises
You really reaching to maintain your relevance
The main reason why I don't have any friends in this is
When I'm in the room, I'm addressing the elephants
And they paying for plays and traffic
They better off playing in traffic
I've peeped game for a while, I ain't quick to judge
But I can see 'em breaking character, the jig is up"
Stuck on You,"Stuck on you
I've got this feeling down deep in my soul
That I just can't lose
Guess I'm on my way

Needed a friend
And the way I feel now
I guess I'll be with you 'til the end
Guess I'm on my way
Mighty glad you stayed

I'm stuck on you
Been a fool too long
I guess it's time for me to come on home
Guess I'm on my way
So hard to see
That a woman like you could wait around for a man like me
Guess I'm on my way
Mighty glad you stayed

Oh, I'm leaving on that midnight train tomorrow
And I know just where I'm going
I've packed up my troubles
And I've thrown them all away

'Cause this time little darlin'
I'm coming home to stay
I'm stuck on you
I've got this feeling down deep in my soul
That I just can't lose
Guess I'm on my way
Needed a friend
And the way I feel now
I guess I'll be with you 'til the end
Guess I'm on my way
I'm mighty glad you stayed"
Hide Away - Acoustic Version,"Boys seem to like the girls
Who laugh at anything
The ones who get undressed
Before the second date
Girls seem to like the boys
Who don't appreciate
All the money and the time that it takes
To be fly as a mother
Where do the good boys go to hide away, hide away?
She's got her both eyes out for Mr. Right
Guess she's just don't know where to find 'em
But I hope they all come out tonight
Where do the good boys go to hide away, hide away?
She's a good, good girl who needs a little company
Looking high and low, someone let me know
Where do the good boys go to hide away, hide away?
Boys seem to like the girls
Who like to kiss and tell
Talking them up about the things they do so well
But I'd rather be a man
Who is down for the chase
Putting in the time that it takes
To be fly as a mother
To supply all of her heart's demands
Suit and tie cause under cover
I wanna save her life like superman
Where do the good boys go to hide away, hide away?
She' a good, good girl who needs a little company
Looking high and low, someone let me know
Where do the good boys go to hide away, hide away?
Tell me where the good boys go
Tell me where the good boys go
Tell me where the good boys go
Won't somebody tell me, tell me
Tell me where the good boys go
Tell me where the good boys go
Tell me where the good boys go
Somebody tell me, tell me
Tell me where the good boys go
Where do the good boys go to hide away, hide away?
She's a good, good girl who needs a little company
Looking high and low, someone let me know
Where do the good boys go to hide away, hide away?
Hide away, hide away
Hide away, hide away
Looking high and low, someone let me know
Where do the good boys go to hide away, hide away?"
Thin,"Don't look so concerned
You can paint a bigger picture
When you're so far off the ground
Well it's okay if you're another one to learn
You've been smoking in the kitchen
Drinking wine thats not your own
We saw it coming
You've been dancing on your own too long
The joker of the night
You know we're all not here for nothing
Like a fire in the distance
I can see but I can't help
So nothing's changed
You've been lying through your teeth again
The lion's lost it's mane
You've been cornered into something you can't win
Whats the point in having something
If that something makes you thin?
We saw it coming
You've been dancing on your own too long
The joker of the night
You know we're all not here for nothing
Like a fire in the distance
I can see but I can't help
We know you, you're not yourself
Fed up now, we'll get there soon
Take a bow
Take a bow
Take a bow
Take a bow
We know you, you're not yourself
Fed up now, we'll get there soon
Take a bow
Take a bow
Take a bow
Take a bow"
No One Else On Earth,"I've been a rock and I've got my fences
I never let them down
When it comes to love, I keep my senses
I don't get kicked around
I shivered once you broke into my soul
The damage is done now
I'm outta control
How did you get to me?
No one else on earth
Could ever hurt me
Break my heart the way you do
No one else on earth
Was ever worth it
No one could love me like-
No one could love me like you
You can make me want you
Any time you want to
You're burning me alive
I can't deny you
Even when I catch you
Weaving a weak alibi
'Cause when the night falls
You make me forget
Your love is killing me
And it ain't over yet
How did you get to me?
No one else on earth
Could ever hurt me
Break my heart the way you do
No one else on earth
Was ever worth it
No one could love me like-
No one could love me like you
I shivered once you broke into my soul
The damage is done now
I'm outta control
How did you get to me?
No one else on earth
Could ever hurt me
Break my heart the way you do
No one else on earth
Was ever worth it
No one could love me like-
No one could love me like-
No one else on earth
Could ever hurt me
Break my heart the way you do
No one else on earth
Was ever worth it
No one could love me like-
No one could love me like you
No one else on earth
Was ever worth it
No one could love me like
No one like you
No one like you"
House Party - Doorly Afterparty Re-Rub,"Let's take it back
Back to my house
Everybody, bring somebody
Back to my house
Let's take it back
Back to my house
Everybody, bring somebody
Back to my house
Let's take it back
Back to my house
Everybody, bring somebody
Back to my house
Let's take it back
Back to my house
Everybody, bring somebody
Back to my house
Went to see a DJ
He was playing techno
He was playing hip hop
He was playing disco
He was playing all that
And he had a friend
Who couldn't get in
Because, she looked too young
Said that he was on one
Said he had a late one
Said he changed locations
I was like
Good for you
Said i'm always on a late one
I been here all night
It's a late one right now
Let's take it back
Said i'm always on a late one
Let's take it back
Back to my house
Everybody, bring somebody
Back to my house
Let's take it back
Back to my house
Everybody, bring somebody
Back to my house
Maybe it's a disco
Maybe it's a club thing
Maybe it's a street thing
I don't know
They said they had a rooftop
We had to climb a ladder
Yeah
Just so they could get to the spot
Maybe it's a disco
Maybe it's a club thing
Maybe it's a street thing
I don't know
Let's take it back"
White Lines,"Aaah, aaah, aaah, aaah)
Uhraah!
Bass!
Ooh White, White
Ooh White, White
Ooh White, White
(Ooh White Lines) Vision dreams of passion
(Blowin' through my mind) and all the while I think of you
(High fry) a very strange reaction
(For us to unwind) the more I see, the more I do
(Something like a phenomenon) Baby!
(Tellin your body to come along, but white lines blow away)
(Blow! Rock it! Blow!)
Ticket to ride, white line highway
Tell all your friends, they can go my way
Pay your toll, sell your soul
Pound for pound costs more than gold
The longer you stay, the more you pay
My white lines go a long way
Either up your nose or through your vein
With nothin to gain except killin' your brain
(Freeze! Rock! Freeze! Rock! Freeze! Rock! Freeze! Rock!)
(Blow!)
(Ahhh) Higher, baby
(Ahhh) Get higher, baby!
(Ahhh) Get higher, baby!
And don't ever come down! (Freebase!)
Rang dang diggedy dang di-dang
Rang dang diggedy dang di-dang
Rang dang diggedy dang di-dang
Diggedy dang di-dang diggedy dang di-dang
(Pipeline) pure as the driven snow
(Connected to my mind) and now I'm havin' fun, baby!
(High fry) it's getting kinda low
(Cause it makes you feel so nice) I need some one-on-one, baby!
(Don't let it blow your mind away) Baby!
(And go into your little hideaway 'cause white lines blow away)
(Blow!)
A million magic crystals, painted pure and white
A multi-million dollars almost overnight
Twice as sweet as sugar, twice as bitter as salt
And if you get hooked, baby, it's nobody else's fault, so don't do it!
(Freeze! Rock! Freeze! Rock! Freeze! Rock! Freeze! Rock!)
Raah! (Blow!)
(Ahhh) Higher, baby
(Ahhh) Get higher, baby!
(Ahhh) Get higher, baby!
And don't ever come down! (Freebase!)
(Don't you get too high) don't you get too high baby!
(Turns you on) you really turn me on and on
(When you gonna come down) my temperature is risin'
(When the thrill is gone) no, I don't want you to go
A street kid gets arrested, gonna do some time
He got out three years from now just to commit more crime
A businessman is caught with 24 kilos
He's out on bail and out of jail
And that's the way it goes
Raah!
(Kane! Sugar! Kane! Sugar! Kane!)
Athletes rejected, governors corrected
Gangsters, thugs and smugglers are thoroughly respected
The money gets divided
The women get excited
Now I'm broke and it's no joke
It's hard as hell to fight it, don't buy it!
(Freeze! Haha ha ha! Rock! Freeze! Rock! Freeze! Rock! Freeze! Rock!)
Raah! (Blow!)
(Ahhh) Get higher, baby
(Ahhh) Get higher, girl!
(Ahhh) Get higher, baby!
C'mon!
Raah!
(White Lines) Vision dreams of passion
(Blowin' through my mind) and all the while I think of you
(High Fry) a very strange reaction
(For us to unwind) the more I see, the more I do
(Something like a phenomenon) Baby!
(Tellin your body to come along, but white lines blow away)
Little Jack Horner sitting on the corner
With no shoes and clothes
This aint funny, but he took his money
And sniffed it up his nose
(Hey man, you wanna cop some blow?)
(Sure, what you got, dust, flakes or rocks?)
(I got China White, Mother of Pearl, Ivory Flake, What you need?)
(Well yeah, well let me check it out man, just let me get a freeze)
(Go ahead man, stuff I got should kill ya!)
(Yeah man th-that's that's raw, wuh)
(Freeze! Haha ha ha! Rock! Freeze! Rock! Freeze! Rock!
Freeze! Rock! Freeze! Rock! Freeze! Rock!)"
Here on My Own,"I'm
I'm
I'm
I'm
I'm
I'm
I'm
I'm
I'm
Here on my o-
I'm
I'm
Here on my o-
I'm
I'm here on my own
I'm here on my own
I'm here on my own
I'm here on my own
Aside from all the leaves that surround us
I'm just here on my own
Aside from all the dreams that surround us
I'm just here on my own
Aside from all the leaves that surround us
I'm just here on my own
Aside from all the dreams that surround us
I'm just here on my own
I'm here on my own (I'm, I'm, I'm)
I'm here on my own (I'm, I'm, I'm)
I'm here on my own (I'm, I'm, I'm)
I'm here on my own
Aside from all the leaves that surround us
I'm just here on my own
Aside from all the dreams that surround us
I'm just here on my own
Aside from all the leaves that surround us
I'm just here on my own
Aside from all the dreams that surround us
I'm just here on my own
I'm
I'm
I'm
Here on my o-
I'm
I'm
Here on my o-
I'm
I'm here on my own
I'm here on my own
I'm here on my own
I'm here on my own
I'm
Here on my o-
I'm
I'm
Here on my o-
I'm
I'm here on my own (I'm, I'm, I'm)
I'm here on my own (I'm, I'm, I'm)
I'm here on my own (I'm, I'm, I'm)
I'm here on my own
Aside from all the leaves that surround us
I'm just here on my own
Aside from all the dreams that surround us
I'm just here on my own
Aside from all the leaves that surround us
I'm just here on my own
Aside from all the dreams that surround us
I'm just here on my own"
Black & Gold - Radio Edit,"Mmm
If the fish swam out of the ocean
And grew legs and they started walking
And the apes climbed down from the trees
And grew tall and they started talking
And the stars fell out of the sky
And my tears rolled into the ocean
And now I'm looking for a reason why
You even set my world into motion

'Cause if you're not really here
Then the stars don't even matter
Now I'm filled to the top with fear
That it's all just a bunch of matter
'Cause if you're not really there
Then I don't wanna be either
I wanna be next to you
Black and gold, black and gold, black and gold

Mmm

I look up into the night sky
I see a thousand eyes staring back
And all around these golden beacons
I see nothing but black
I feel the weight of something beyond them
I don't see what I can feel
If vision is the only validation
Then most of my life isn't real

'Cause if you're not really here
Then the stars don't even matter
Now I'm filled to the top with fear
That it's all just a bunch of matter
'Cause if you're not really there
Then I don't wanna be either
I wanna be next to you
Black and gold, black and gold, black and gold
(Black and gold, black and gold, black and gold, black and gold, black and gold)

Mmm
Black and gold, black and gold, black and gold
Oh-ooh-ooh-ooh-ooh

'Cause if you're not really here
Then the stars don't even matter
Now I'm filled to the top with fear
That it's all just a bunch of matter
'Cause if you're not really there
I don't wanna be either
I wanna be, next to you
Black and gold, black and gold, black and gold"
"Novia Mia, Novia Mia","Esta novia mía
Será mi tormento
De noche y de día
No sé lo que siento
Cara tan bonita
Cara tan bonita
Será mi tormento
Novia mía, novia mía
Cascabel de plata y oro, tienes que ser mi mujer
Novia mía, novia mía
Con tu cara de azucena, mucho, mucho te voy a querer
Por llevarte hasta el altar, cantaré con alegría
Que sin ti no quiero a nadie
No quiero a nadie, novia mía
Novia mía, novia mía
Cascabel de plata y oro, tienes que ser mi mujer
Novia mía, novia mía
Con tu cara de azucena, mucho, mucho te voy a querer
Por llevarte hasta el altar, cantaré con alegría
Que sin ti no quiero a nadie
No quiero a nadie, novia mía
Novia, novia mía"
